knapPI_15_20_1000_1
n 20
c 994
z 999
time 0.00
1,96,94,1
2,507,506,0
3,417,416,0
4,993,992,0
5,651,649,0
6,237,237,0
7,459,457,0
8,816,815,0
9,447,446,0
10,423,422,0
11,792,791,0
12,360,359,0
13,669,667,0
14,600,598,0
15,9,7,1
16,546,544,0
17,336,334,0
18,768,766,0
19,996,994,0
20,894,893,1
-----

knapPI_15_20_1000_2
n 20
c 946
z 948
time 0.00
1,948,946,1
2,819,819,0
3,420,420,0
4,801,800,0
5,408,406,0
6,942,941,0
7,72,70,0
8,561,560,0
9,795,795,0
10,585,583,0
11,597,595,0
12,696,695,0
13,465,463,0
14,744,742,0
15,171,171,0
16,354,352,0
17,858,858,0
18,183,182,0
19,888,887,0
20,606,606,0
-----

knapPI_15_20_1000_3
n 20
c 998
z 1002
time 0.00
1,447,447,0
2,483,483,0
3,426,425,0
4,609,609,0
5,516,514,0
6,999,998,0
7,36,34,1
8,306,304,0
9,495,495,0
10,744,743,0
11,402,400,0
12,33,32,0
13,612,612,0
14,537,535,1
15,336,336,0
16,810,809,0
17,735,735,0
18,600,599,0
19,429,427,1
20,966,966,0
-----

knapPI_15_20_1000_4
n 20
c 999
z 1002
time 0.00
1,300,299,0
2,798,796,0
3,429,429,0
4,66,65,0
5,624,623,0
6,702,702,0
7,999,999,0
8,402,401,0
9,198,196,0
10,906,904,0
11,204,204,0
12,720,720,0
13,408,408,0
14,327,327,0
15,150,148,0
16,618,617,0
17,612,611,0
18,15,15,0
19,321,320,1
20,681,679,1
-----

knapPI_15_20_1000_5
n 20
c 963
z 969
time 0.00
1,153,152,1
2,462,460,1
3,435,434,0
4,876,874,0
5,381,379,0
6,408,407,0
7,963,963,0
8,147,145,1
9,546,544,0
10,66,64,0
11,9,9,0
12,57,57,0
13,207,205,1
14,474,472,0
15,315,313,0
16,426,426,0
17,489,488,0
18,432,432,0
19,213,212,0
20,39,39,0
-----

knapPI_15_20_1000_6
n 20
c 928
z 930
time 0.00
1,654,652,0
2,774,773,0
3,792,790,0
4,684,682,1
5,489,488,0
6,111,111,0
7,930,928,0
8,243,242,0
9,246,245,1
10,225,225,0
11,813,813,0
12,393,393,0
13,354,353,0
14,264,264,0
15,477,477,0
16,234,234,0
17,366,364,0
18,849,848,0
19,753,753,0
20,753,752,0
-----

knapPI_15_20_1000_7
n 20
c 986
z 990
time 0.00
1,507,505,0
2,438,437,1
3,795,795,0
4,141,139,1
5,597,596,0
6,816,816,0
7,540,540,0
8,987,986,0
9,945,945,0
10,387,385,0
11,618,618,0
12,732,730,0
13,150,150,0
14,411,409,1
15,291,290,0
16,693,691,0
17,243,241,0
18,267,265,0
19,645,645,0
20,114,112,0
-----

knapPI_15_20_1000_8
n 20
c 947
z 948
time 0.00
1,357,357,0
2,750,750,0
3,801,799,0
4,948,947,1
5,354,353,0
6,873,872,0
7,507,505,0
8,732,731,0
9,294,294,0
10,546,546,0
11,423,422,0
12,66,66,0
13,300,298,0
14,201,201,0
15,456,454,0
16,501,499,0
17,117,117,0
18,681,681,0
19,186,186,0
20,825,825,0
-----

knapPI_15_20_1000_9
n 20
c 994
z 996
time 0.00
1,210,210,1
2,414,414,0
3,804,804,0
4,405,404,1
5,462,461,0
6,579,577,0
7,471,469,0
8,828,827,0
9,996,994,0
10,708,706,0
11,579,579,0
12,756,755,0
13,96,95,1
14,348,346,0
15,621,619,0
16,309,308,0
17,996,994,0
18,99,98,1
19,78,78,0
20,186,185,1
-----

knapPI_15_20_1000_10
n 20
c 1002
z 1008
time 0.00
1,711,710,0
2,729,727,0
3,810,808,0
4,213,212,0
5,219,218,0
6,282,281,1
7,435,434,0
8,573,572,0
9,345,343,0
10,867,867,0
11,384,383,0
12,93,91,1
13,891,891,0
14,138,138,0
15,432,431,0
16,117,116,1
17,519,518,0
18,516,514,1
19,972,971,0
20,900,898,0
-----

knapPI_15_20_1000_11
n 20
c 986
z 993
time 0.00
1,564,563,0
2,39,39,0
3,165,165,0
4,21,21,0
5,327,326,0
6,987,986,0
7,399,398,1
8,318,316,1
9,45,43,1
10,27,27,0
11,189,188,1
12,429,428,0
13,42,40,1
14,933,931,0
15,597,596,0
16,927,925,0
17,396,395,0
18,933,931,0
19,513,511,0
20,258,258,0
-----

knapPI_15_20_1000_12
n 20
c 1151
z 1155
time 0.00
1,417,415,0
2,705,704,0
3,171,169,1
4,477,477,0
5,435,435,0
6,690,690,0
7,12,11,1
8,414,413,0
9,744,744,0
10,189,188,0
11,993,992,0
12,765,764,0
13,837,836,0
14,75,75,0
15,408,408,0
16,381,381,0
17,273,271,0
18,348,347,0
19,405,404,0
20,972,971,1
-----

knapPI_15_20_1000_13
n 20
c 1190
z 1200
time 0.00
1,918,916,0
2,18,16,1
3,174,174,0
4,288,286,1
5,192,191,0
6,747,747,0
7,975,975,0
8,159,157,1
9,93,92,1
10,348,348,1
11,798,797,0
12,102,101,1
13,633,633,0
14,870,868,0
15,573,573,0
16,192,190,1
17,150,148,0
18,765,764,0
19,945,944,0
20,333,331,0
-----

knapPI_15_20_1000_14
n 20
c 1333
z 1341
time 0.00
1,768,768,0
2,681,681,0
3,180,178,1
4,96,94,1
5,300,300,1
6,453,451,1
7,942,940,0
8,255,254,1
9,795,793,0
10,510,509,0
11,603,601,0
12,438,437,0
13,783,781,0
14,12,12,1
15,738,737,0
16,999,998,0
17,24,24,0
18,180,180,0
19,837,837,0
20,45,44,1
-----

knapPI_15_20_1000_15
n 20
c 1816
z 1821
time 0.00
1,621,621,0
2,993,993,0
3,537,535,0
4,552,551,0
5,408,408,0
6,156,156,1
7,906,904,0
8,999,998,0
9,495,493,0
10,669,669,0
11,408,406,1
12,126,126,1
13,579,578,1
14,807,805,0
15,552,550,1
16,807,807,0
17,903,901,0
18,597,597,0
19,729,729,0
20,405,404,0
-----

knapPI_15_20_1000_16
n 20
c 1670
z 1674
time 0.00
1,474,473,1
2,660,658,1
3,540,539,1
4,360,359,0
5,165,165,0
6,861,860,0
7,870,869,0
8,744,743,0
9,843,842,0
10,183,182,0
11,210,210,0
12,462,462,0
13,726,726,0
14,951,949,0
15,714,714,0
16,615,615,0
17,777,777,0
18,15,13,0
19,270,270,0
20,117,117,0
-----

knapPI_15_20_1000_17
n 20
c 1868
z 1872
time 0.00
1,975,974,0
2,972,970,0
3,546,544,1
4,816,816,0
5,273,273,0
6,918,917,0
7,483,481,0
8,840,839,0
9,543,542,0
10,342,342,0
11,15,15,0
12,801,799,1
13,525,523,1
14,744,742,0
15,879,879,0
16,72,72,0
17,654,654,0
18,78,78,0
19,162,162,0
20,477,477,0
-----

knapPI_15_20_1000_18
n 20
c 1845
z 1848
time 0.00
1,828,826,0
2,636,635,0
3,549,548,0
4,624,624,0
5,30,30,0
6,621,621,0
7,447,446,1
8,585,584,0
9,243,243,0
10,504,503,1
11,819,819,0
12,135,135,0
13,321,319,0
14,534,534,0
15,693,691,0
16,882,880,0
17,531,530,0
18,495,494,0
19,705,703,1
20,192,190,1
-----

knapPI_15_20_1000_19
n 20
c 2129
z 2139
time 0.00
1,681,679,0
2,948,947,0
3,555,553,0
4,435,433,0
5,138,138,0
6,327,326,0
7,411,410,0
8,330,328,1
9,591,591,0
10,663,663,0
11,978,976,0
12,474,472,1
13,468,468,0
14,681,679,1
15,858,856,0
16,690,689,0
17,57,55,1
18,912,911,0
19,597,595,1
20,552,550,0
-----

knapPI_15_20_1000_20
n 20
c 1907
z 1914
time 0.00
1,180,179,1
2,612,612,0
3,909,909,0
4,891,889,0
5,249,247,1
6,30,30,0
7,375,375,0
8,426,425,0
9,294,292,0
10,825,824,1
11,780,780,0
12,162,160,1
13,264,264,0
14,471,471,0
15,21,20,0
16,498,497,1
17,933,931,0
18,327,327,0
19,489,488,0
20,912,911,0
-----

knapPI_15_20_1000_21
n 20
c 2264
z 2274
time 0.00
1,33,32,0
2,924,924,0
3,915,914,0
4,699,698,1
5,3,3,1
6,735,735,0
7,339,339,0
8,171,169,1
9,993,992,0
10,984,984,0
11,585,585,0
12,498,497,1
13,63,61,1
14,618,616,0
15,834,833,0
16,306,306,0
17,810,808,1
18,744,744,0
19,30,28,1
20,624,623,0
-----

knapPI_15_20_1000_22
n 20
c 2581
z 2589
time 0.00
1,885,884,0
2,591,589,0
3,918,918,0
4,507,506,1
5,114,112,1
6,792,791,1
7,954,952,0
8,267,266,1
9,342,341,0
10,147,145,1
11,390,389,1
12,834,833,0
13,210,209,1
14,408,408,0
15,999,997,0
16,762,762,0
17,684,684,0
18,162,160,1
19,921,921,0
20,984,984,0
-----

knapPI_15_20_1000_23
n 20
c 2222
