knapPI_16_20_1000_1
n 20
c 994
z 2291
time 0.00
1,403,94,0
2,886,506,0
3,814,416,1
4,1151,992,0
5,983,649,0
6,629,237,1
7,848,457,0
8,1074,815,0
9,839,446,0
10,819,422,0
11,1062,791,0
12,762,359,0
13,994,667,0
14,950,598,0
15,111,7,1
16,914,544,0
17,737,334,1
18,1049,766,0
19,1152,994,0
20,1110,893,0
-----

knapPI_16_20_1000_2
n 20
c 946
z 2296
time 0.00
1,1133,946,0
2,1076,819,0
3,817,420,0
4,1066,800,0
5,805,406,0
6,1131,941,0
7,349,70,1
8,925,560,0
9,1064,795,0
10,940,583,0
11,948,595,0
12,1010,695,0
13,853,463,1
14,1036,742,0
15,539,171,1
16,755,352,0
17,1094,858,0
18,555,182,1
19,1107,887,0
20,956,606,0
-----

knapPI_16_20_1000_3
n 20
c 998
z 2189
time 0.00
1,840,447,1
2,868,483,1
3,821,425,0
4,958,609,0
5,892,514,0
6,1153,998,0
7,244,34,1
8,706,304,0
9,878,495,0
10,1037,743,0
11,800,400,0
12,237,32,1
13,959,612,0
14,907,535,0
15,739,336,0
16,1071,809,0
17,1032,735,0
18,951,599,0
19,823,427,0
20,1141,966,0
-----

knapPI_16_20_1000_4
n 20
c 999
z 2893
time 0.00
1,701,299,0
2,1064,796,0
3,825,429,0
4,337,65,1
5,966,623,0
6,1014,702,0
7,1154,999,0
8,800,401,0
9,575,196,1
10,1115,904,0
11,586,204,1
12,1024,720,0
13,807,408,0
14,730,327,1
15,503,148,1
16,963,617,0
17,959,611,0
18,162,15,1
19,723,320,0
20,1001,679,0
-----

knapPI_16_20_1000_5
n 20
c 963
z 3230
time 0.00
1,509,152,1
2,850,460,0
3,829,434,0
4,1101,874,0
5,780,379,0
6,806,407,0
7,1140,963,0
8,498,145,1
9,914,544,0
10,334,64,1
11,126,9,1
12,316,57,1
13,588,205,1
14,860,472,0
15,716,313,0
16,822,426,0
17,872,488,0
18,827,432,0
19,597,212,1
20,262,39,1
-----

knapPI_16_20_1000_6
n 20
c 928
z 2433
time 0.00
1,984,652,0
2,1052,773,0
3,1061,790,0
4,1002,682,0
5,872,488,0
6,438,111,1
7,1125,928,0
8,635,242,0
9,639,245,0
10,614,225,1
11,1073,813,0
12,793,393,0
13,756,353,1
14,662,264,0
15,864,477,0
16,625,234,1
17,766,364,0
18,1089,848,0
19,1042,753,0
20,1041,752,0
-----

knapPI_16_20_1000_7
n 20
c 986
z 2787
time 0.00
1,885,505,0
