knapPI_15_100_1000_1
n 100
c 997
z 1011
time 0.00
1,96,94,1
2,507,506,0
3,417,416,0
4,993,992,0
5,651,649,0
6,237,237,0
7,459,457,0
8,816,815,0
9,447,446,0
10,423,422,0
11,792,791,0
12,360,359,0
13,669,667,0
14,600,598,0
15,9,7,1
16,546,544,0
17,336,334,0
18,768,766,0
19,996,994,0
20,894,893,0
21,633,633,0
22,132,131,0
23,429,428,0
24,702,700,0
25,618,617,0
26,876,874,0
27,720,720,0
28,420,419,0
29,795,794,0
30,198,196,1
31,999,997,0
32,117,116,0
33,909,908,0
34,540,539,0
35,708,707,0
36,570,569,0
37,537,537,0
38,933,931,0
39,726,726,0
40,489,487,0
41,774,772,0
42,513,513,0
43,81,81,0
44,945,943,0
45,60,58,1
46,303,303,0
47,765,764,0
48,537,536,0
49,726,724,0
50,789,789,0
51,480,479,0
52,144,142,1
53,339,339,0
54,642,641,0
55,198,196,0
56,495,494,0
57,66,66,0
58,825,824,0
59,210,208,0
60,711,711,0
61,801,800,0
62,315,314,0
63,291,289,0
64,402,401,0
65,468,466,0
66,690,689,0
67,834,833,0
68,225,225,0
69,246,244,0
70,849,849,0
71,114,113,1
72,381,379,0
73,363,361,0
74,66,65,1
75,486,486,0
76,687,686,0
77,288,286,0
78,891,889,0
79,24,24,0
80,492,491,0
81,891,891,0
82,90,90,1
83,183,181,0
84,216,214,1
85,18,17,1
86,474,472,0
87,420,418,0
88,420,419,0
89,357,356,0
90,684,682,0
91,306,306,0
92,201,201,0
93,387,385,0
94,954,952,0
95,501,500,0
96,195,194,0
97,738,737,0
98,324,324,0
99,993,992,0
100,225,224,0
-----

knapPI_15_100_1000_2
n 100
c 992
z 1008
time 0.00
1,948,946,0
2,819,819,0
3,420,420,0
4,801,800,0
5,408,406,0
6,942,941,0
7,72,70,1
8,561,560,0
9,795,795,0
10,585,583,0
11,597,595,0
12,696,695,0
13,465,463,0
14,744,742,0
15,171,171,0
16,354,352,0
17,858,858,0
18,183,182,0
19,888,887,0
20,606,606,0
21,471,470,0
22,957,955,0
23,552,552,0
24,765,764,0
25,495,493,0
26,363,363,0
27,588,588,0
28,222,220,0
29,984,982,0
30,261,261,0
31,795,793,0
32,798,796,0
33,873,872,0
34,348,347,0
35,768,768,0
36,786,785,0
37,741,741,0
38,189,187,0
39,339,339,0
40,408,408,0
41,321,320,0
42,444,442,0
43,519,518,0
44,129,127,1
45,24,23,1
46,375,375,0
47,513,513,0
48,3,1,1
49,594,593,0
50,687,686,0
51,237,235,0
52,240,239,0
53,753,751,0
54,129,129,0
55,234,232,0
56,519,518,0
57,552,551,0
58,993,992,0
59,213,212,0
60,489,487,0
61,549,548,0
62,954,954,0
63,168,166,1
64,900,898,0
65,600,599,0
66,153,153,0
67,261,261,0
68,972,970,0
69,753,753,0
70,939,938,0
71,318,317,0
72,957,955,0
73,183,181,1
74,156,154,1
75,108,107,0
76,519,518,0
77,3,2,1
78,267,265,0
79,21,20,1
80,870,868,0
81,504,503,0
82,819,818,0
83,906,906,0
84,255,254,0
85,519,517,0
86,177,177,0
87,303,302,0
88,459,459,0
89,786,784,0
90,573,571,0
91,246,246,1
92,3,2,1
93,687,686,0
94,273,273,0
95,273,272,0
96,387,387,0
97,102,101,0
98,606,604,0
99,543,541,0
100,465,465,0
-----

knapPI_15_100_1000_3
n 100
c 1465
z 1482
time 0.00
1,447,447,0
2,483,483,0
3,426,425,0
4,609,609,0
5,516,514,0
6,999,998,0
7,36,34,1
8,306,304,0
9,495,495,0
10,744,743,0
11,402,400,0
12,33,32,1
13,612,612,0
14,537,535,0
15,336,336,0
16,810,809,0
17,735,735,0
18,600,599,0
19,429,427,0
20,966,966,0
21,954,954,0
22,780,780,0
23,678,677,0
24,831,829,0
25,372,370,0
26,204,203,0
27,459,457,0
28,21,20,1
29,525,523,0
30,678,677,0
31,591,590,0
32,126,125,1
33,189,189,1
34,156,156,0
35,180,180,0
36,354,354,0
37,948,946,0
38,444,444,0
39,951,951,0
40,978,976,0
41,519,517,0
42,18,18,0
43,603,602,0
44,666,664,0
45,339,339,0
46,96,96,0
47,909,909,0
48,819,817,0
49,111,109,1
50,231,230,0
51,345,344,0
52,984,983,0
53,165,164,0
54,618,618,0
55,270,269,0
56,897,895,0
57,387,387,0
58,162,161,0
59,867,865,0
60,912,912,0
61,297,297,0
62,597,595,0
63,396,394,0
64,42,42,0
65,381,379,0
66,972,970,0
67,690,690,0
68,66,66,0
69,261,261,0
70,27,26,1
71,522,522,0
72,180,180,0
73,3,2,1
74,891,890,0
75,729,727,0
76,705,703,0
77,720,719,0
78,996,994,0
79,18,17,1
80,246,244,1
81,765,764,0
82,900,899,0
83,279,278,0
84,648,647,0
85,666,666,0
86,531,529,0
87,540,539,0
88,150,148,1
89,567,565,0
90,459,459,0
91,189,187,1
92,804,802,0
93,987,986,0
94,243,241,1
95,45,45,0
96,579,579,0
97,468,466,0
98,237,237,0
99,90,89,1
100,705,705,0
-----

knapPI_15_100_1000_4
n 100
c 2034
z 2061
time 0.00
1,300,299,0
2,798,796,0
3,429,429,0
4,66,65,1
5,624,623,0
6,702,702,0
7,999,999,0
8,402,401,0
9,198,196,1
10,906,904,0
11,204,204,0
12,720,720,0
13,408,408,0
14,327,327,0
15,150,148,1
16,618,617,0
17,612,611,0
18,15,15,0
19,321,320,0
20,681,679,0
21,792,791,0
22,606,604,0
23,801,801,0
24,894,893,0
25,246,246,0
26,45,44,1
27,975,973,0
28,822,821,0
29,63,63,0
30,96,94,1
31,387,386,0
32,807,805,0
33,507,505,0
34,612,612,0
35,243,241,1
36,570,570,0
37,150,150,0
38,702,700,0
39,564,564,0
40,897,897,0
41,714,713,0
42,597,595,0
43,39,39,1
44,849,848,0
45,306,304,1
46,168,168,0
47,660,658,0
48,636,634,0
49,978,978,0
50,129,127,1
51,102,100,1
52,81,80,1
53,225,224,0
54,108,106,1
55,954,953,0
56,921,919,0
57,225,224,0
58,330,329,0
59,870,869,0
60,336,336,0
61,45,45,0
62,237,235,1
63,273,271,0
64,540,539,0
65,513,512,0
66,435,434,0
67,768,766,0
68,813,811,0
69,771,770,0
70,117,115,1
71,78,78,0
72,405,404,0
73,471,470,0
74,981,979,0
75,702,700,0
76,888,887,0
77,435,435,0
78,723,722,0
79,15,13,1
80,621,621,0
81,378,376,0
82,981,979,0
83,3,3,0
84,687,687,0
85,816,814,0
86,882,882,0
87,423,423,0
88,189,188,0
89,993,993,0
90,702,700,0
91,129,127,1
92,957,955,0
93,288,287,0
94,564,562,0
95,465,465,0
96,774,772,0
97,480,478,0
98,870,869,0
99,639,638,0
100,948,946,0
-----

knapPI_15_100_1000_5
n 100
c 2213
z 2235
time 0.00
1,153,152,0
2,462,460,0
3,435,434,0
4,876,874,0
5,381,379,0
6,408,407,0
7,963,963,0
8,147,145,1
9,546,544,0
10,66,64,1
11,9,9,0
12,57,57,0
13,207,205,1
14,474,472,0
15,315,313,0
16,426,426,0
17,489,488,0
18,432,432,0
19,213,212,0
20,39,39,0
21,276,275,0
22,783,781,0
23,927,926,0
24,960,958,0
25,123,123,0
26,885,884,0
27,843,842,0
28,621,621,0
29,252,252,0
30,159,158,0
31,183,183,0
32,135,134,1
33,471,470,0
34,423,421,0
35,303,301,1
36,141,139,1
37,357,355,0
38,957,957,0
39,177,176,0
40,819,817,0
41,912,910,0
42,171,171,0
43,477,475,0
44,33,33,0
45,621,620,0
46,243,241,1
47,408,406,0
48,99,98,1
49,495,494,0
50,672,671,0
51,210,209,0
52,825,824,0
53,639,637,0
54,597,595,0
55,990,990,0
56,297,296,0
57,708,708,0
58,498,498,0
59,876,874,0
60,114,113,1
61,795,794,0
62,876,876,0
63,147,147,0
64,36,35,1
65,294,292,0
66,900,899,0
67,195,195,0
68,555,555,0
69,279,278,0
70,204,203,0
71,285,283,1
72,630,629,0
73,291,291,0
74,69,67,1
75,321,320,0
76,720,720,0
77,153,152,0
78,453,451,0
79,363,362,0
80,999,997,0
81,990,989,0
82,708,708,0
83,729,727,0
84,81,80,1
85,315,315,0
86,588,586,0
87,309,308,0
88,879,877,0
89,423,422,0
90,588,588,0
91,69,68,1
92,756,755,0
93,237,235,0
94,531,530,0
95,240,238,1
96,318,316,0
97,843,843,0
98,504,502,0
99,186,186,0
100,186,186,0
-----

knapPI_15_100_1000_6
n 100
c 3011
z 3042
time 0.00
1,654,652,0
2,774,773,0
3,792,790,0
4,684,682,0
5,489,488,0
6,111,111,0
7,930,928,0
8,243,242,0
9,246,245,0
10,225,225,0
11,813,813,0
12,393,393,0
13,354,353,0
14,264,264,0
15,477,477,0
16,234,234,0
17,366,364,1
