knapPI_14_20_1000_1
n 20
c 994
z 1794
time 0.00
1,294,94,0
2,706,506,0
3,616,416,1
4,1192,992,0
5,849,649,0
6,437,237,1
7,657,457,0
8,1015,815,0
9,646,446,0
10,622,422,0
11,991,791,0
12,559,359,0
13,867,667,0
14,798,598,0
15,207,7,1
16,744,544,0
17,534,334,1
18,966,766,0
19,1194,994,0
20,1093,893,0
-----

knapPI_14_20_1000_2
n 20
c 946
z 1743
time 0.00
1,1146,946,0
2,1019,819,0
3,720,420,1
4,1000,800,0
5,606,406,0
6,1141,941,0
7,270,70,1
8,760,560,0
9,995,795,0
10,783,583,0
11,795,595,0
12,895,695,0
13,663,463,0
14,942,742,0
15,371,171,1
16,552,352,0
17,1158,858,0
18,382,182,1
19,1087,887,0
20,906,606,0
-----

knapPI_14_20_1000_3
n 20
c 998
z 1882
time 0.00
1,647,447,0
2,683,483,0
3,625,425,0
4,809,609,0
5,714,514,0
6,1198,998,0
7,234,34,1
8,504,304,1
9,695,495,0
10,943,743,0
11,600,400,0
12,232,32,1
13,912,612,1
14,735,535,0
15,636,336,0
16,1009,809,0
17,935,735,0
18,799,599,0
19,627,427,0
20,1266,966,0
-----

knapPI_14_20_1000_4
n 20
c 999
z 2255
time 0.00
1,499,299,0
2,996,796,0
3,629,429,0
4,265,65,1
5,823,623,0
6,1002,702,0
7,1199,999,0
8,601,401,0
9,396,196,1
10,1104,904,0
11,504,204,1
12,1020,720,0
13,708,408,0
14,527,327,1
15,348,148,1
16,817,617,0
17,811,611,0
18,215,15,1
19,520,320,0
20,879,679,0
-----

knapPI_14_20_1000_5
n 20
c 963
z 2483
time 0.00
1,352,152,1
2,660,460,0
3,634,434,0
4,1074,874,0
5,579,379,0
6,607,407,0
7,1163,963,0
8,345,145,1
9,744,544,0
10,264,64,1
11,209,9,1
12,257,57,1
13,405,205,1
14,672,472,0
15,513,313,0
16,726,426,0
17,688,488,0
18,732,432,0
19,412,212,1
20,239,39,1
-----

knapPI_14_20_1000_6
n 20
c 928
z 1854
time 0.00
1,852,652,0
2,973,773,0
3,990,790,0
4,882,682,0
5,688,488,0
6,311,111,1
7,1128,928,0
8,442,242,0
9,445,245,1
10,425,225,0
11,1013,813,0
12,593,393,0
13,553,353,0
14,564,264,1
15,677,477,0
16,534,234,1
17,564,364,0
18,1048,848,0
19,953,753,0
20,952,752,0
-----

knapPI_14_20_1000_7
n 20
c 986
z 2056
time 0.00
1,705,505,0
2,637,437,0
3,995,795,0
4,339,139,1
5,796,596,0
6,1116,816,0
7,840,540,0
8,1186,986,0
9,1145,945,0
10,585,385,0
11,918,618,0
12,930,730,0
13,450,150,1
14,609,409,0
15,490,290,1
16,891,691,0
17,441,241,0
18,465,265,1
19,845,645,0
20,312,112,1
-----

knapPI_14_20_1000_8
n 20
c 947
z 2164
time 0.00
1,557,357,0
2,1050,750,0
3,999,799,0
4,1147,947,0
5,553,353,0
6,1072,872,0
7,705,505,0
8,931,731,0
9,594,294,1
10,846,546,0
11,622,422,0
12,366,66,1
13,498,298,0
14,401,201,1
15,654,454,0
16,699,499,0
17,317,117,1
18,881,681,0
19,486,186,1
20,1025,825,0
-----

knapPI_14_20_1000_9
n 20
c 994
z 2374
time 0.00
1,510,210,1
2,714,414,0
3,1104,804,0
4,604,404,0
5,661,461,0
6,777,577,0
7,669,469,0
8,1027,827,0
9,1194,994,0
10,906,706,0
11,779,579,0
12,955,755,0
13,295,95,1
14,546,346,0
15,819,619,0
