knapPI_12_20_1000_1
n 20
c 970
z 970
time 0.00
1,582,582,1
2,194,194,0
3,679,679,0
4,485,485,0
5,312,396,0
6,873,873,0
7,468,594,0
8,208,264,0
9,364,462,0
10,260,330,0
11,582,582,0
12,388,388,1
13,291,291,0
14,104,132,0
15,520,660,0
16,416,528,0
17,970,970,0
18,260,330,0
19,582,582,0
20,364,462,0
-----

knapPI_12_20_1000_2
n 20
c 900
z 940
time 0.00
1,420,410,0
2,752,720,0
3,42,41,0
4,752,720,0
5,470,450,0
6,336,328,0
7,470,450,0
8,564,540,0
9,42,41,0
10,94,90,0
11,84,82,0
12,752,720,0
13,940,900,0
14,564,540,0
15,168,164,0
16,84,82,0
17,752,720,0
18,940,900,0
19,94,90,0
20,940,900,1
-----

knapPI_12_20_1000_3
n 20
c 1150
z 1360
time 0.00
1,635,575,0
2,635,575,0
3,1016,920,0
4,1270,1150,0
5,340,275,0
6,762,690,0
7,136,110,0
8,612,495,0
9,408,330,1
10,408,330,0
11,1143,1035,0
12,381,345,0
13,508,460,0
14,612,495,0
15,612,495,0
16,476,385,0
17,889,805,0
18,272,220,1
19,889,805,0
20,680,550,1
-----

knapPI_12_20_1000_4
n 20
c 1251
z 1494
time 0.00
1,1161,1251,0
2,83,69,0
3,258,278,0
4,83,69,0
5,498,414,0
6,903,973,0
7,830,690,0
8,83,69,0
9,1032,1112,0
10,830,690,1
11,645,695,0
12,581,483,1
13,83,69,0
14,83,69,0
15,387,417,0
16,129,139,0
17,249,207,0
18,747,621,0
19,332,276,0
20,83,69,1
-----

knapPI_12_20_1000_5
n 20
c 830
z 990
time 0.00
1,396,332,0
2,792,664,0
3,693,581,0
4,297,249,0
5,364,372,0
6,495,415,0
7,637,651,0
8,364,372,0
9,273,279,0
10,455,465,0
11,198,166,0
12,990,830,1
13,495,415,0
14,546,558,0
15,728,744,0
16,546,558,0
17,198,166,0
18,273,279,0
19,792,664,0
20,273,279,0
-----

knapPI_12_20_1000_6
n 20
c 1180
z 1330
time 0.00
1,840,980,0
2,532,472,0
3,84,98,0
4,532,472,0
5,665,590,0
6,336,392,0
7,399,354,0
8,1064,944,0
9,588,686,0
10,1197,1062,0
11,672,784,0
12,532,472,0
13,266,236,0
14,1064,944,0
15,336,392,0
16,840,980,0
17,1330,1180,1
18,1064,944,0
19,665,590,0
20,532,472,0
-----

knapPI_12_20_1000_7
n 20
c 1278
z 1125
time 0.00
1,625,710,0
2,125,142,0
3,750,852,0
4,750,852,0
5,500,560,1
6,250,284,0
7,1000,1120,0
8,100,112,0
9,1000,1120,0
10,600,672,0
11,625,710,1
12,1125,1278,0
13,1000,1136,0
14,100,112,0
15,900,1008,0
16,500,560,0
17,1125,1278,0
18,200,224,0
19,125,142,0
20,600,672,0
-----

knapPI_12_20_1000_8
n 20
c 1503
z 1512
time 0.00
1,1512,1503,1
2,575,630,0
3,336,334,0
4,805,882,0
5,460,504,0
6,168,167,0
7,690,756,0
8,345,378,0
9,672,668,0
10,1150,1260,0
11,168,167,0
12,345,378,0
13,345,378,0
14,575,630,0
15,504,501,0
16,1512,1503,0
17,805,882,0
18,805,882,0
19,690,756,0
20,805,882,0
-----

knapPI_12_20_1000_9
n 20
c 1409
z 1434
time 0.00
1,524,560,0
2,262,280,0
3,917,980,0
4,1179,1260,0
5,520,484,0
6,1179,1260,0
7,650,605,0
8,780,726,1
9,1170,1089,0
10,650,605,0
11,1048,1120,0
12,1048,1120,0
13,1179,1260,0
14,1040,968,0
15,1040,968,0
16,520,484,0
17,524,560,1
18,130,121,1
19,262,280,0
20,1170,1089,0
-----

knapPI_12_20_1000_10
n 20
c 1450
z 1462
time 0.00
1,688,672,1
2,1056,1160,0
3,86,84,0
4,1320,1450,0
5,396,435,0
6,860,840,0
7,132,145,0
8,1056,1160,0
9,86,84,1
10,1188,1305,0
11,344,336,0
12,264,290,0
13,792,870,0
14,1320,1450,0
15,172,168,1
16,516,504,1
17,264,290,0
18,792,870,0
19,924,1015,0
20,1320,1450,0
-----

knapPI_12_20_1000_11
n 20
c 1700
z 1746
time 0.00
1,870,850,0
2,870,850,0
3,1044,1020,0
4,348,340,0
5,306,294,0
6,1392,1360,0
7,816,784,0
8,102,98,1
9,612,588,0
10,408,392,0
11,174,170,0
12,1218,1190,0
13,1740,1700,0
14,510,490,0
15,714,686,0
16,102,98,1
17,174,170,0
18,1020,980,0
19,522,510,1
20,1020,980,1
-----

knapPI_12_20_1000_12
n 20
c 1584
z 1711
time 0.00
1,1224,1116,0
2,117,112,0
3,1360,1240,1
4,585,560,0
5,468,448,0
6,952,868,0
7,468,448,0
8,351,336,0
9,1088,992,0
10,936,896,0
11,952,868,0
12,117,112,0
13,819,784,0
14,819,784,0
15,136,124,0
16,680,620,0
17,1053,1008,0
18,585,560,0
19,1170,1120,0
20,351,336,1
-----

knapPI_12_20_1000_13
n 20
c 1858
z 2002
time 0.00
1,572,504,1
2,1144,1008,0
3,1001,882,0
4,715,630,0
5,278,296,0
6,715,630,0
7,139,148,0
8,834,888,0
9,417,444,0
10,695,740,0
11,572,504,0
12,858,756,1
13,143,126,0
14,1390,1480,0
15,834,888,0
16,1390,1480,0
17,858,756,0
18,1251,1332,0
19,572,504,1
20,417,444,0
-----

knapPI_12_20_1000_14
n 20
c 2676
z 3021
time 0.00
1,1272,1120,1
2,684,692,0
3,159,140,0
4,1368,1384,0
5,513,519,0
6,636,560,1
7,1197,1211,0
8,1368,1384,0
9,1113,980,1
10,1539,1557,0
11,1590,1400,0
12,1710,1730,0
13,1368,1384,0
14,684,692,0
15,1590,1400,0
16,636,560,0
17,684,692,0
18,684,692,0
19,171,173,0
20,1026,1038,0
-----

knapPI_12_20_1000_15
n 20
c 2799
z 2982
time 0.00
1,1065,985,1
2,213,197,0
3,1278,1182,0
4,1704,1576,0
5,402,462,0
6,426,394,0
7,804,924,0
8,134,154,0
9,1340,1540,0
10,536,616,0
11,1491,1379,0
12,1065,985,1
13,852,788,1
14,938,1078,0
15,670,770,0
16,1206,1386,0
17,639,591,0
18,1340,1540,0
19,1491,1379,0
20,804,924,0
-----

knapPI_12_20_1000_16
n 20
c 2710
z 2415
time 0.00
1,1215,1359,1
2,750,840,1
3,1350,1510,0
4,150,168,0
5,300,336,0
6,405,453,0
7,300,336,0
8,450,504,1
9,540,604,0
10,1200,1344,0
11,405,453,0
12,1350,1512,0
13,1350,1512,0
14,1350,1512,0
15,1215,1359,0
16,405,453,0
17,150,168,0
18,750,840,0
19,300,336,0
20,1350,1512,0
-----

knapPI_12_20_1000_17
n 20
c 2733
z 2702
time 0.00
1,420,448,0
2,210,224,1
3,735,784,0
4,105,112,0
5,356,352,0
6,105,112,0
7,1602,1584,0
8,1068,1056,1
9,1602,1584,0
10,534,528,0
11,840,896,0
12,210,224,0
13,525,560,0
14,712,704,1
15,712,704,1
16,1424,1408,0
17,840,896,0
18,1602,1584,0
19,840,896,0
20,1602,1584,0
-----

knapPI_12_20_1000_18
n 20
c 3329
z 3480
time 0.00
1,960,1008,0
2,1680,1600,0
3,120,126,0
4,840,800,0
5,630,600,0
6,1200,1260,0
7,1050,1000,0
8,1680,1600,0
9,120,126,1
10,1470,1400,0
11,480,504,0
12,1260,1200,0
13,420,400,0
14,1260,1200,0
15,960,1008,0
16,240,252,0
17,1260,1200,1
18,840,800,0
19,630,600,0
20,2100,2000,1
-----

knapPI_12_20_1000_19
n 20
c 1358
z 1260
time 0.00
1,36,75,1
2,60,125,0
3,72,150,0
4,48,100,0
5,136,140,0
6,96,200,0
7,272,280,0
8,136,140,1
9,816,840,1
10,544,560,0
11,12,25,0
12,12,25,0
13,72,150,0
14,1224,1260,0
15,408,420,0
16,952,980,0
17,60,125,0
18,1088,1120,0
19,108,225,0
20,272,280,1
-----

knapPI_12_20_1000_20
n 20
c 3545
z 3726
time 0.00
1,1566,1611,0
2,162,154,0
3,1740,1790,0
4,1134,1078,0
5,324,308,0
6,1218,1253,0
7,1620,1540,0
8,486,462,1
9,1740,1790,0
10,1296,1232,1
11,1218,1253,0
12,810,770,0
13,486,462,1
14,486,462,1
15,1218,1253,0
16,174,179,0
17,486,462,1
18,486,462,0
19,972,924,0
20,486,462,1
-----

knapPI_12_20_1000_21
n 20
c 2274
z 2923
time 0.00
1,708,672,0
2,1416,1344,0
3,885,840,0
4,1593,1512,0
5,34,8,1
6,885,840,0
7,119,28,1
8,102,24,1
9,51,12,1
10,51,12,1
11,708,672,0
12,1770,1680,0
13,1239,1176,0
14,102,24,1
15,34,8,1
16,102,24,1
17,354,336,1
18,119,28,1
19,1770,1680,1
20,85,20,1
-----

knapPI_12_20_1000_22
n 20
c 2262
z 2334
time 0.00
1,1544,1456,0
2,36,112,0
3,193,182,0
4,90,280,0
5,9,28,0
6,1158,1092,1
7,27,84,0
8,72,224,0
9,1351,1274,0
10,63,196,0
11,1930,1820,0
12,36,112,0
13,36,112,0
14,72,224,0
15,1158,1092,1
16,1544,1456,0
17,72,224,0
18,18,56,1
19,63,196,0
20,54,168,0
-----

knapPI_12_20_1000_23
n 20
c 2636
z 2524
time 0.00
1,153,159,1
2,51,53,1
3,306,318,0
4,102,106,1
5,178,196,0
6,204,212,1
7,1780,1960,0
8,178,196,0
9,1780,1960,0
10,356,392,0
11,357,371,1
12,459,477,1
13,510,530,1
14,534,588,0
15,178,196,1
16,534,588,0
17,357,371,1
18,1068,1176,0
19,153,159,1
20,1424,1568,0
-----

knapPI_12_20_1000_24
n 20
c 245
z 455
time 0.00
1,91,49,1
2,5,55,0
3,130,70,1
4,3,33,0
5,10,110,0
6,39,21,1
7,6,66,0
8,3,33,0
9,52,28,0
10,6,66,0
11,39,21,1
12,3,33,0
13,5,55,0
14,5,55,0
15,65,35,1
16,91,49,1
17,5,55,0
18,1,11,0
19,8,88,0
20,9,99,0
-----

knapPI_12_20_1000_25
n 20
c 2175
z 1946
time 0.00
1,556,616,1
2,278,308,1
3,695,770,0
4,695,770,0
5,150,310,0
6,139,154,0
7,45,93,0
8,90,186,0
9,135,279,0
10,45,93,0
11,1390,1540,0
12,1112,1232,1
13,139,154,0
14,120,248,0
15,150,310,0
16,30,62,0
17,556,616,0
18,75,155,0
19,556,616,0
